Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Frontline Medical & Kidney Care Llc,"Frontline Medical & Kidney Care, Ll","451 Chew St Ste 407 Allentown PA 18102 (40.607902, -75.469472)",451 Chew St,Ste 407,Allentown,PA,18102,(610) 973-3391,1194135640,Administrative Location,772
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Mcr Health Inc,"Mcr Health, Inc.","101 Riverfront Blvd Ste 710 Bradenton FL 34205 (27.499348, -82.563879)",101 Riverfront Blvd,Ste 710,Bradenton,FL,34205,(941) 776-4000,1255376000,Administrative Location,773
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Green Lake,Green Lake County Dhhs,"142 Water St  Berlin WI 54923 (43.969762, -88.950542)",142 Water St,,Berlin,WI,54923,(920) 361-5422,1588435382,Community Setting,774
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Green Lake,Green Lake County Dhhs,"388 Murray Park Dr  Ripon WI 54971 (43.856475, -88.841757)",388 Murray Park Dr,,Ripon,WI,54971,(920) 471-1636,1588435382,Community Setting,775
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Green Lake,Green Lake County Dhhs,"571 County Road A  Green Lake WI 54941 (43.849492, -88.938531)",571 County Road A,,Green Lake,WI,54941,(920) 294-4070,1588435382,Administrative Location,776
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeshore Medical Clinic Llc,Lakeshore Medical Clinic Llc,"2801 W Kinnickinnic River Pkwy Ste 245 Milwaukee WI 53215 (42.991104, -87.949884)",2801 W Kinnickinnic River Pkwy,Ste 245,Milwaukee,WI,53215,(414) 649-6780,1003861188,Administrative Location,777
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeshore Medical Clinic Llc,Lakeshore Medical Clinic Llc,"5900 S Lake Dr Fl 2 Cudahy WI 53110 (42.936433, -87.851333)",5900 S Lake Dr,Fl 2,Cudahy,WI,53110,(414) 489-4190,1003861188,Community Setting,778
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New York City Health And Hospitals Corporation,Lincoln Medical And Mental Health,"234 E 149th St  Bronx NY 10451 (40.817542, -73.924097)",234 E 149th St,,Bronx,NY,10451,(718) 579-5000 x 3538,1598445322,Administrative Location,779
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Duran Central Pharmacy Inc,Duran Central Pharmacy Inc,"1815 Central Ave Nw  Albuquerque NM 87104 (35.092613, -106.667032)",1815 Central Ave Nw,,Albuquerque,NM,87104,(505) 247-4141,1497825970,Administrative Location,780
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Kamin Consulting Inc,Kamin Consulting Inc,"1111 Broadway Ste 300 Oakland CA 94607 (37.802747, -122.272938)",1111 Broadway,Ste 300,Oakland,CA,94607,(281) 948-8014,1922623552,Administrative Location,781
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Central Lincoln County Ymca,"525 Main Street  Damariscotta ME 04543 (44.039746, -69.508353)",525 Main Street,,Damariscotta,ME,04543,(207) 563-9622,1699377119,Administrative Location,782
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Sanford-Springvale Ymca,"1 Emile Levasseur Drive  Sanford ME 04073 (43.457089, -70.782552)",1 Emile Levasseur Drive,,Sanford,ME,04073,(207) 324-4942,1699377119,Administrative Location,783
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"2201 Old Brick Rd  Glen Allen VA 23060 (37.647281, -77.600659)",2201 Old Brick Rd,,Glen Allen,VA,23060,(804) 464-0990,1194365445,Administrative Location,784
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"500 Albemarle Sq  Charlottesville VA 22901 (38.082924, -78.470429)",500 Albemarle Sq,,Charlottesville,VA,22901,(434) 978-3800,1194365445,Administrative Location,785
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Midlothian,"11621 Robious Rd  Midlothian VA 23113 (37.521738, -77.617403)",11621 Robious Rd,,Midlothian,VA,23113,(804) 378-1600,1194365445,Community Setting,786
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"1030 E Liberty Ln  Phoenix AZ 85048 (33.296827, -112.059914)",1030 E Liberty Ln,,Phoenix,AZ,85048,(480) 759-6762,1699377119,Administrative Location,787
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"12450 W Cinnabar Ave  El Mirage AZ 85335 (33.574874, -112.328075)",12450 W Cinnabar Ave,,El Mirage,AZ,85335,(602) 688-5335,1699377119,Administrative Location,788
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"1655 W Frye Rd  Chandler AZ 85224 (33.298043, -111.869518)",1655 W Frye Rd,,Chandler,AZ,85224,(480) 899-9622,1699377119,Administrative Location,789
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"1807 S Sunview  Mesa AZ 85206 (33.382933, -111.706324)",1807 S Sunview,,Mesa,AZ,85206,(480) 649-9622,1699377119,Administrative Location,790
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"2919 N Litchfield Rd  Goodyear AZ 85395 (33.479346, -112.358717)",2919 N Litchfield Rd,,Goodyear,AZ,85395,(623) 935-5193,1699377119,Administrative Location,791
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"34250 N 60th St  Scottsdale AZ 85266 (33.796127, -111.952749)",34250 N 60th St,,Scottsdale,AZ,85266,(480) 596-9622,1699377119,Administrative Location,792
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"350 N 1st Ave  Phoenix AZ 85003 (33.452906, -112.07567)",350 N 1st Ave,,Phoenix,AZ,85003,(602) 257-5138,1699377119,Administrative Location,793
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"3825 N 67th Ave  Phoenix AZ 85033 (33.491884, -112.202157)",3825 N 67th Ave,,Phoenix,AZ,85033,(623) 873-9622,1699377119,Administrative Location,794
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"5517 N 17th Ave  Phoenix AZ 85015 (33.517304, -112.094453)",5517 N 17th Ave,,Phoenix,AZ,85015,(602) 242-7717,1699377119,Administrative Location,795
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"6869 E Shea Blvd  Scottsdale AZ 85254 (33.581726, -111.934023)",6869 E Shea Blvd,,Scottsdale,AZ,85254,(480) 951-9622,1699377119,Administrative Location,796
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"7070 S Rural Rd  Tempe AZ 85283 (33.35609, -111.929153)",7070 S Rural Rd,,Tempe,AZ,85283,(480) 730-0240,1699377119,Administrative Location,797
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,Pottstown Medical Specialists Inc,"1555 Medical Dr  Pottstown PA 19464 (40.238262, -75.615373)",1555 Medical Dr,,Pottstown,PA,19464,(610) 326-7820,1053428425,Administrative Location,798
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,Pottstown Medical Specialists Inc,"223 Shoemaker Rd Ste 105 Stowe PA 19464 (40.253182, -75.663603)",223 Shoemaker Rd,Ste 105,Stowe,PA,19464,(484) 945-0770,1053428425,Administrative Location,799
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,Pottstown Medical Specialists Inc,"23 N Walnut St  Boyertown PA 19512 (40.335085, -75.638936)",23 N Walnut St,,Boyertown,PA,19512,(610) 367-2259,1053428425,Administrative Location,800
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,Pottstown Medical Specialists Inc,"307 S Lewis Rd  Royersford PA 19468 (40.18822, -75.528317)",307 S Lewis Rd,,Royersford,PA,19468,(610) 792-0300,1053428425,Administrative Location,801
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,Pottstown Medical Specialists Inc,"555 Second Ave  Collegeville PA 19426 (40.177419, -75.459865)",555 Second Ave,,Collegeville,PA,19426,(610) 454-7750,1053428425,Administrative Location,802
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Arlene L Figueroa,Arlene L Figueroa,"1903 Logan St  Camp Hill PA 17011 (40.243909, -76.918486)",1903 Logan St,,Camp Hill,PA,17011,(717) 516-1780,1851045595,Administrative Location,803
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Love Oak Llc,Love Oak,"805 W Main St  Eastland TX 76448 (32.401999, -98.825954)",805 W Main St,,Eastland,TX,76448,(254) 629-1791,1639936495,Administrative Location,804
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"1130 Mcdermott Dr  West Chester PA 19380 (39.994532, -75.589017)",1130 Mcdermott Dr,,West Chester,PA,19380,(610) 981-1228,1194365445,Administrative Location,805
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"215 Sugartown Rd  Wayne PA 19087 (40.044602, -75.406151)",215 Sugartown Rd,,Wayne,PA,19087,(610) 964-8800,1194365445,Community Setting,806
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Titus County Hospital District,Titus County Hospital District,"2001 N Jefferson Ave  Mount Pleasant TX 75455 (33.175684, -94.970974)",2001 N Jefferson Ave,,Mount Pleasant,TX,75455,(903) 577-6000,1629811146,Administrative Location,807
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Jamestown S'Klallam Tribe,Jamestown Family Health Clinic,"808 N 5th Ave  Sequim WA 98382 (48.088993, -123.110021)",808 N 5th Ave,,Sequim,WA,98382,(360) 683-5900,1528809761,Administrative Location,808
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"105 Central Ave Ste 300 Goose Creek SC 29445 (33.008669, -80.042085)",105 Central Ave,Ste 300,Goose Creek,SC,29445,(312) 566-7871,1144722653,Community Setting,809
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"140 S Cedar St  Summerville SC 29483 (33.020302, -80.177495)",140 S Cedar St,,Summerville,SC,29483,(843) 486-1536,1144722653,Community Setting,810
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"1956 Long Creek Rd  Wadmalaw Island SC 29487 (32.678475, -80.118099)",1956 Long Creek Rd,,Wadmalaw Island,SC,29487,(312) 566-7871,1144722653,Community Setting,811
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"997 Morrison Dr Ste 200 Charleston SC 29403 (32.807787, -79.943772)",997 Morrison Dr,Ste 200,Charleston,SC,29403,(773) 234-8255,1144722653,Administrative Location,812
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Foothills Area Ymca,"370 Memorial Dr  Seneca SC 29672 (34.693209, -82.991182)",370 Memorial Dr,,Seneca,SC,29672,(864) 571-9622,1699377119,Administrative Location,813
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Lakelands Ymca,"1760 Calhoun Rd  Greenwood SC 29649 (34.21269, -82.204273)",1760 Calhoun Rd,,Greenwood,SC,29649,(864) 223-9622,1699377119,Administrative Location,814
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Laurens Ymca,"410 Anderson Dr  Laurens SC 29360 (34.504708, -82.034876)",410 Anderson Dr,,Laurens,SC,29360,(864) 223-9622,1699377119,Administrative Location,815
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"4420 S Hwy 27 Ste 5 Clermont FL 34711 (28.498524, -81.71902)",4420 S Hwy 27,Ste 5,Clermont,FL,34711,(312) 566-7871,1144722653,Administrative Location,816
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Medlink Georgia Inc,Medlink Georgia Inc,"125 W Athens St  Winder GA 30680 (33.994821, -83.726062)",125 W Athens St,,Winder,GA,30680,(706) 521-3113,1497419808,Administrative Location,817
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Medlink Georgia Inc,Medlink Georgia Inc,"980 Lawrenceville Hwy  Lawrenceville GA 30046 (33.942117, -84.012051)",980 Lawrenceville Hwy,,Lawrenceville,GA,30046,(770) 676-6500,1497419808,Administrative Location,818
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"E. A. Hawse Health Center, Inc.",E A Hawse Health Center Inc,"111 S Grove St Ste 1 Petersburg WV 26847 (38.98988, -79.12164)",111 S Grove St,Ste 1,Petersburg,WV,26847,(304) 257-2451,1033347414,Administrative Location,819
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Pharmacy & Dme Of East Alabama Inc,Valley Pharmacy & Dme Of East Al In,"4103 20th Ave  Valley AL 36854 (32.791143, -85.157165)",4103 20th Ave,,Valley,AL,36854,(334) 756-2037,1851381958,Administrative Location,820
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"4390 Parliament Pl Ste A Lanham MD 20706 (38.949742, -76.837549)",4390 Parliament Pl,Ste A,Lanham,MD,20706,(301) 883-7879,1366057523,Administrative Location,821
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"6 Garrett Ave  La Plata MD 20646 (38.529654, -76.97067)",6 Garrett Ave,,La Plata,MD,20646,(301) 883-7879,1366057523,Administrative Location,822
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"University Of Alabama Health Services Foundation, Pc","University Of Alabama Health Services Foundation, Pc","1201 11th Ave S  Birmingham AL 35205 (33.494805, -86.806311)",1201 11th Ave S,,Birmingham,AL,35205,(205) 930-7100,1093768723,Administrative Location,823
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince George'S County Health Department,"2413 Pinebrook Ave  Landover MD 20785 (38.924263, -76.895663)",2413 Pinebrook Ave,,Landover,MD,20785,(301) 883-7879,1366057523,Administrative Location,824
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"1701 Mccormick Dr  Largo MD 20774 (38.913259, -76.845456)",1701 Mccormick Dr,,Largo,MD,20774,(301) 883-7879,1366057523,Administrative Location,825
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"3003 Hospital Dr  Cheverly MD 20785 (38.932278, -76.918824)",3003 Hospital Dr,,Cheverly,MD,20785,(301) 883-7879,1366057523,Administrative Location,826
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"7450 Albert Rd  Brandywine MD 20613 (38.670795, -76.878898)",7450 Albert Rd,,Brandywine,MD,20613,(301) 883-7879,1366057523,Administrative Location,827
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prince George'S County Health Department,Prince Georges County Health Depart,"9187 Central Ave Fl 5 Capitol Heights MD 20743 (38.889474, -76.848846)",9187 Central Ave,Fl 5,Capitol Heights,MD,20743,(301) 883-7879,1366057523,Administrative Location,828
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"171 Pine St  Holyoke MA 01040 (42.207943, -72.614194)",171 Pine St,,Holyoke,MA,01040,(413) 372-1470,1699377119,Administrative Location,829
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Elica Health Centers,Elica Health Centers,"1276 Halyard Dr  West Sacramento CA 95691 (38.573223, -121.550737)",1276 Halyard Dr,,West Sacramento,CA,95691,(916) 454-2345,1205341336,Administrative Location,830
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Fruit Street Health Pbc,Fruit Street Health Pbc,"5601 Bridge St Ste 300 Fort Worth TX 76112 (32.761736, -97.235656)",5601 Bridge St,Ste 300,Fort Worth,TX,76112,(347) 515-2417,1770297178,Administrative Location,831
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"2630 E Florida St  Greensboro NC 27401 (36.054919, -79.749058)",2630 E Florida St,,Greensboro,NC,27401,(336) 478-9622,1508523770,Administrative Location,832
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"2703 W Gate City Blvd Ste J Greensboro NC 27403 (36.052359, -79.83215)",2703 W Gate City Blvd,Ste J,Greensboro,NC,27403,(336) 478-9622 x 240,1508523770,Community Setting,833
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"301 S Kennedy Ave  Eden NC 27288 (36.497076, -79.745994)",301 S Kennedy Ave,,Eden,NC,27288,(336) 478-9622 x 240,1508523770,Administrative Location,834
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"3216 Horse Pen Creek Rd  Greensboro NC 27410 (36.146977, -79.879146)",3216 Horse Pen Creek Rd,,Greensboro,NC,27410,(336) 478-9622 x 240,1508523770,Administrative Location,835
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"501 W Market St  Greensboro NC 27401 (36.072445, -79.796603)",501 W Market St,,Greensboro,NC,27401,(336) 478-9622 x 240,1508523770,Administrative Location,836
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"504 S Main St  Reidsville NC 27320 (36.35579, -79.666778)",504 S Main St,,Reidsville,NC,27320,(336) 478-9622 x 240,1508523770,Administrative Location,837
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"900 Bonner Dr  Jamestown NC 27282 (35.999425, -79.910984)",900 Bonner Dr,,Jamestown,NC,27282,(336) 478-9622 x 240,1508523770,Administrative Location,838
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"954 Golf House Rd W Ste D Whitsett NC 27377 (36.062959, -79.603033)",954 Golf House Rd W,Ste D,Whitsett,NC,27377,(336) 478-9622 x 240,1508523770,Administrative Location,839
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"212 Butler Rd  Falmouth VA 22405 (38.316623, -77.456265)",212 Butler Rd,,Falmouth,VA,22405,(540) 371-9622 x 4052,1508523770,Administrative Location,840
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"5700 Smith Station Rd  Fredericksburg VA 22407 (38.200342, -77.533143)",5700 Smith Station Rd,,Fredericksburg,VA,22407,(540) 371-9622 x 4052,1508523770,Administrative Location,841
Medicare Diabetes Prevention Program (MDPP) Expanded Model,American Pharmacists Association Foundation,American Pharmacists Association Foundation,"3780 E 15th St Ste 102 Loveland CO 80538 (40.408046, -105.022141)",3780 E 15th St,Ste 102,Loveland,CO,80538,(970) 461-1975,1740813054,Administrative Location,842
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Montrose Memorial Hospital, Inc",Montrose Memorial Hospital,"820 S 4th Street  Montrose CO 81401 (38.479341, -107.868379)",820 S 4th Street,,Montrose,CO,81401,(970) 240-7369,1962243964,Administrative Location,843
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Albemarle Regional Health Services,Albemarle Regional Health Services,"103 Arpdc St Perquimans Cnty Hlth Hertford NC 27944 (36.180926, -76.467321)",103 Arpdc St,Perquimans Cnty Hlth,Hertford,NC,27944,(252) 426-2100,1659468130,Administrative Location,844
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Albemarle Regional Health Services,Albemarle Regional Health Services,"711 Roanoke Ave  Elizabeth City NC 27909 (36.287672, -76.227957)",711 Roanoke Ave,,Elizabeth City,NC,27909,(252) 338-4495,1659468130,Administrative Location,845
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Luke'S Hospital,St. Luke'S Hospital,"801 Ostrum St  Bethlehem PA 18015 (40.609595, -75.393476)",801 Ostrum St,,Bethlehem,PA,18015,(484) 526-4000,1013933175,Administrative Location,846
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"5880 N Glenwood St  Boise ID 83714 (43.658925, -116.279249)",5880 N Glenwood St,,Boise,ID,83714,(208) 287-5900,1144722653,Administrative Location,847
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Health System Inc,Lee Health System Inc,"23450 Via Coconut Pt  Estero FL 34135 (26.39625, -81.806004)",23450 Via Coconut Pt,,Estero,FL,34135,(239) 424-3120,1346085636,Administrative Location,848
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Health System Inc,Lee Health System Inc,"501 Del Prado Blvd S  Cape Coral FL 33990 (26.642542, -81.940703)",501 Del Prado Blvd S,,Cape Coral,FL,33990,(239) 424-3120,1346085636,Administrative Location,849
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Health System Inc,Lee Health System Inc,"9981 S Healthpark Dr  Fort Myers FL 33908 (26.506892, -81.913409)",9981 S Healthpark Dr,,Fort Myers,FL,33908,(239) 424-3120,1346085636,Administrative Location,850
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Personal Physician Care P A,Personal Physician Care Pa,"4800 Linton Blvd Ste F107 Delray Beach FL 33445 (26.4395, -80.118878)",4800 Linton Blvd,Ste F107,Delray Beach,FL,33445,(561) 498-5660,1629027677,Administrative Location,851
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"10415 San Jose Blvd Williams Family Ymca Jacksonville FL 32257 (30.188408, -81.625895)",10415 San Jose Blvd,Williams Family Ymca,Jacksonville,FL,32257,(904) 265-1777,1508523770,Administrative Location,852
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"10423 Centurion Pkwy N Brooks Family Ymca Jacksonville FL 32256 (30.247746, -81.545151)",10423 Centurion Pkwy N,Brooks Family Ymca,Jacksonville,FL,32256,(904) 265-1777,1508523770,Administrative Location,853
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"11236 Baptist Health Dr Ymca At Baptist North Jacksonville FL 32218 (30.439929, -81.720883)",11236 Baptist Health Dr,Ymca At Baptist North,Jacksonville,FL,32218,(904) 265-1777,1508523770,Administrative Location,854
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"170 Landrum Ln Brown Family Ymca Ponte Vedra FL 32082 (30.165213, -81.388733)",170 Landrum Ln,Brown Family Ymca,Ponte Vedra,FL,32082,(904) 265-1777,1508523770,Administrative Location,855
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"1915 Citrona Dr Mcarthur Family Ymca Fernandina Beach FL 32034 (30.642005, -81.452466)",1915 Citrona Dr,Mcarthur Family Ymca,Fernandina Beach,FL,32034,(904) 265-1777,1508523770,Administrative Location,856
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"2075 Town Center Blvd Barco Newton Family Ymca Fleming Island FL 32003 (30.082193, -81.718566)",2075 Town Center Blvd,Barco Newton Family Ymca,Fleming Island,FL,32003,(904) 265-1777,1508523770,Administrative Location,857
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"221 Riverside Ave Winston Family Ymca Jacksonville FL 32202 (30.321147, -81.671284)",221 Riverside Ave,Winston Family Ymca,Jacksonville,FL,32202,(904) 265-1777,1508523770,Administrative Location,858
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"251 Breezeway St Ymca At Wildlight Yulee FL 32097 (30.628069, -81.645071)",251 Breezeway St,Ymca At Wildlight,Yulee,FL,32097,(904) 265-1777,1508523770,Administrative Location,859
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"3322 Moody Ave Dye Clay Family Ymca Orange Park FL 32065 (30.138094, -81.762292)",3322 Moody Ave,Dye Clay Family Ymca,Orange Park,FL,32065,(904) 265-1777,1508523770,Administrative Location,860
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"400 Colonnade Dr Ymca At Nocatee Ponte Vedra FL 32081 (30.112842, -81.429363)",400 Colonnade Dr,Ymca At Nocatee,Ponte Vedra,FL,32081,(904) 265-1777,1508523770,Administrative Location,861
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"500 Pope Rd St. Augustine Family Ymca St Augustine FL 32080 (29.860842, -81.271248)",500 Pope Rd,St. Augustine Family Ymca,St Augustine,FL,32080,(904) 265-1777,1508523770,Administrative Location,862
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"5700 Cleveland Rd Johnson Family Ymca Jacksonville FL 32209 (30.371252, -81.712353)",5700 Cleveland Rd,Johnson Family Ymca,Jacksonville,FL,32209,(904) 265-1777,1508523770,Administrative Location,863
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"98 Turin Ter Ymca At Flagler Health Village St Augustine FL 32092 (29.960019, -81.491735)",98 Turin Ter,Ymca At Flagler Health Village,St Augustine,FL,32092,(904) 265-1777,1508523770,Administrative Location,864
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Abundant Living Foundation Inc,Abundant Living Foundation Inc,"1558 Marietta Hwy Ste 200 Canton GA 30114 (34.224561, -84.500783)",1558 Marietta Hwy,Ste 200,Canton,GA,30114,(404) 282-8292,1033973854,Administrative Location,865
Medicare Diabetes Prevention Program (MDPP) Expanded Model,House Calls Of The District Of Columbia Inc,House Calls Of The District Of Columbia Inc,"10403 Hospital Dr Ste G09a Clinton MD 20735 (38.745514, -76.877693)",10403 Hospital Dr,Ste G09a,Clinton,MD,20735,(202) 683-4340,1669268124,Administrative Location,866
Medicare Diabetes Prevention Program (MDPP) Expanded Model,House Calls Of The District Of Columbia Inc,House Calls Of The District Of Columbia Inc,"811 L St Se  Washington DC 20003 (38.877342, -76.99442)",811 L St Se,,Washington,DC,20003,(202) 683-4340,1669268124,Administrative Location,867
